E7RESULT name=config r=3 disks=2 k_min_txg=3 retained_roots=4 bound_g=7 user_blocks=8 metadata_blocks=5 capacity=4000 windows=400 seeds=24 activation_seeds=8 sweep_seeds=8 block_bytes=16384
E7RESULT name=crit1_pinned arm=A s=1 pinned_before=39 expect_before=39 pinned_after=26 expect_after=26
E7RESULT name=crit1_fake arm=C s=1 fake_before=0 expect_before=0 fake_after=0 expect_after=0
E7RESULT name=crit1_pinned arm=A s=4 pinned_before=156 expect_before=156 pinned_after=143 expect_after=143
E7RESULT name=crit1_fake arm=C s=4 fake_before=9 expect_before=9 fake_after=8 expect_after=8
E7RESULT name=crit1_pinned arm=A s=16 pinned_before=624 expect_before=624 pinned_after=611 expect_after=611
E7RESULT name=crit1_fake arm=C s=16 fake_before=45 expect_before=45 fake_after=44 expect_after=44
E7RESULT name=crit1_push arm=A_ring_persisted s=1 empty_cost=1 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=6 expect_pinned=6 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=1 empty_cost=5 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=4 empty_cost=1 publications=12 max_publications=12 expect_publications=12 expect_max=12 max_pinned=15 expect_pinned=15 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=4 empty_cost=5 publications=12 max_publications=12 expect_publications=12 expect_max=12 max_pinned=55 expect_pinned=55 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=16 empty_cost=1 publications=48 max_publications=48 expect_publications=48 expect_max=48 max_pinned=51 expect_pinned=51 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=16 empty_cost=5 publications=48 max_publications=48 expect_publications=48 expect_max=48 max_pinned=235 expect_pinned=235 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=1 empty_cost=1 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=6 expect_pinned=6 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=1 empty_cost=5 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=4 empty_cost=1 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=4 empty_cost=5 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=30 expect_pinned=30 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=16 empty_cost=1 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=16 empty_cost=5 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=30 expect_pinned=30 released=1 holds=1
E7RESULT name=cell arm=G_txg_cap world=admin_rollback s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9677 min_candidates=1 avg_candidates_x100=1174 avg_nonempty_x100=1154 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=admin_rollback s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9624 min_candidates=1 avg_candidates_x100=4506 avg_nonempty_x100=4225 stalls=0
E7RESULT name=cell arm=C_k_runtime world=admin_rollback s=16 lost_disk=0 fakes=392328 unrecoverable=0 retention_violations=0 checks=9624 min_candidates=1 avg_candidates_x100=4506 avg_nonempty_x100=4225 stalls=0
E7RESULT name=cell arm=D_floor_txg world=admin_rollback s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9720 min_candidates=1 avg_candidates_x100=4429 avg_nonempty_x100=4143 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=admin_rollback s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9677 min_candidates=1 avg_candidates_x100=4446 avg_nonempty_x100=4163 stalls=0
E7RESULT name=cell arm=G_count_activation world=admin_rollback s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9720 min_candidates=1 avg_candidates_x100=4431 avg_nonempty_x100=4145 stalls=0
E7RESULT name=cell arm=G_txg_cap world=admin_rollback s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9677 min_candidates=1 avg_candidates_x100=4446 avg_nonempty_x100=4163 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=rollback_first_publish s=1 lost_disk=0 fakes=37 unrecoverable=24 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=C_k_runtime world=rollback_first_publish s=1 lost_disk=0 fakes=48 unrecoverable=24 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=D_floor_txg world=rollback_first_publish s=1 lost_disk=0 fakes=37 unrecoverable=24 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=rollback_first_publish s=1 lost_disk=0 fakes=37 unrecoverable=24 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=G_count_activation world=rollback_first_publish s=1 lost_disk=0 fakes=37 unrecoverable=24 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=G_txg_cap world=rollback_first_publish s=1 lost_disk=0 fakes=37 unrecoverable=24 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=rollback_first_publish s=4 lost_disk=0 fakes=173 unrecoverable=24 retention_violations=0 checks=2636 min_candidates=1 avg_candidates_x100=1189 avg_nonempty_x100=1129 stalls=0
E7RESULT name=cell arm=C_k_runtime world=rollback_first_publish s=4 lost_disk=0 fakes=20440 unrecoverable=24 retention_violations=0 checks=2636 min_candidates=1 avg_candidates_x100=1189 avg_nonempty_x100=1129 stalls=0
E7RESULT name=cell arm=D_floor_txg world=rollback_first_publish s=4 lost_disk=0 fakes=173 unrecoverable=24 retention_violations=0 checks=2636 min_candidates=1 avg_candidates_x100=1189 avg_nonempty_x100=1129 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=rollback_first_publish s=4 lost_disk=0 fakes=173 unrecoverable=24 retention_violations=0 checks=2636 min_candidates=1 avg_candidates_x100=1189 avg_nonempty_x100=1129 stalls=0
E7RESULT name=cell arm=G_count_activation world=rollback_first_publish s=4 lost_disk=0 fakes=173 unrecoverable=24 retention_violations=0 checks=2636 min_candidates=1 avg_candidates_x100=1189 avg_nonempty_x100=1129 stalls=0
E7RESULT name=cell arm=G_txg_cap world=rollback_first_publish s=4 lost_disk=0 fakes=173 unrecoverable=24 retention_violations=0 checks=2636 min_candidates=1 avg_candidates_x100=1189 avg_nonempty_x100=1129 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=rollback_first_publish s=16 lost_disk=0 fakes=814 unrecoverable=24 retention_violations=0 checks=4364 min_candidates=1 avg_candidates_x100=4774 avg_nonempty_x100=4153 stalls=0
E7RESULT name=cell arm=C_k_runtime world=rollback_first_publish s=16 lost_disk=0 fakes=187911 unrecoverable=24 retention_violations=0 checks=4364 min_candidates=1 avg_candidates_x100=4774 avg_nonempty_x100=4153 stalls=0
E7RESULT name=cell arm=D_floor_txg world=rollback_first_publish s=16 lost_disk=0 fakes=814 unrecoverable=24 retention_violations=0 checks=4364 min_candidates=1 avg_candidates_x100=4774 avg_nonempty_x100=4153 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=rollback_first_publish s=16 lost_disk=0 fakes=814 unrecoverable=24 retention_violations=0 checks=4364 min_candidates=1 avg_candidates_x100=4774 avg_nonempty_x100=4153 stalls=0
E7RESULT name=cell arm=G_count_activation world=rollback_first_publish s=16 lost_disk=0 fakes=814 unrecoverable=24 retention_violations=0 checks=4364 min_candidates=1 avg_candidates_x100=4774 avg_nonempty_x100=4153 stalls=0
E7RESULT name=cell arm=G_txg_cap world=rollback_first_publish s=16 lost_disk=0 fakes=814 unrecoverable=24 retention_violations=0 checks=4364 min_candidates=1 avg_candidates_x100=4774 avg_nonempty_x100=4153 stalls=0
E7RESULT name=activation arm=A_ring_persisted s=4 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=A_ring_persisted s=4 lost_disk=0 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=A_ring_persisted s=4 lost_disk=0 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=A_ring_persisted s=4 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=A_ring_persisted s=4 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=A_ring_persisted s=4 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=C_k_runtime s=4 lost_disk=0 failures=0 fakes=1984 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=C_k_runtime s=4 lost_disk=0 failures=1 fakes=10099 unrecoverable=30 retention_violations=0 checks=1440
E7RESULT name=activation arm=C_k_runtime s=4 lost_disk=0 failures=2 fakes=20483 unrecoverable=102 retention_violations=0 checks=2880
E7RESULT name=activation arm=C_k_runtime s=4 lost_disk=1 failures=0 fakes=2176 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=C_k_runtime s=4 lost_disk=1 failures=1 fakes=11061 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=C_k_runtime s=4 lost_disk=1 failures=2 fakes=22397 unrecoverable=9 retention_violations=0 checks=2880
E7RESULT name=activation arm=D_floor_txg s=4 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=D_floor_txg s=4 lost_disk=0 failures=1 fakes=16 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=D_floor_txg s=4 lost_disk=0 failures=2 fakes=74 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=D_floor_txg s=4 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=D_floor_txg s=4 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=D_floor_txg s=4 lost_disk=1 failures=2 fakes=8 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_floor_per_disk s=4 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_floor_per_disk s=4 lost_disk=0 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_floor_per_disk s=4 lost_disk=0 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_floor_per_disk s=4 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_floor_per_disk s=4 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_floor_per_disk s=4 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_count_activation s=4 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_count_activation s=4 lost_disk=0 failures=1 fakes=2 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_count_activation s=4 lost_disk=0 failures=2 fakes=29 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_count_activation s=4 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_count_activation s=4 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_count_activation s=4 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_txg_cap s=4 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_txg_cap s=4 lost_disk=0 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_txg_cap s=4 lost_disk=0 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_txg_cap s=4 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_txg_cap s=4 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_txg_cap s=4 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=A_ring_persisted s=16 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=A_ring_persisted s=16 lost_disk=0 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=A_ring_persisted s=16 lost_disk=0 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=A_ring_persisted s=16 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=A_ring_persisted s=16 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=A_ring_persisted s=16 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=C_k_runtime s=16 lost_disk=0 failures=0 fakes=10816 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=C_k_runtime s=16 lost_disk=0 failures=1 fakes=54255 unrecoverable=30 retention_violations=0 checks=1440
E7RESULT name=activation arm=C_k_runtime s=16 lost_disk=0 failures=2 fakes=108796 unrecoverable=101 retention_violations=0 checks=2880
E7RESULT name=activation arm=C_k_runtime s=16 lost_disk=1 failures=0 fakes=11776 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=C_k_runtime s=16 lost_disk=1 failures=1 fakes=59058 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=C_k_runtime s=16 lost_disk=1 failures=2 fakes=118390 unrecoverable=9 retention_violations=0 checks=2880
E7RESULT name=activation arm=D_floor_txg s=16 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=D_floor_txg s=16 lost_disk=0 failures=1 fakes=81 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=D_floor_txg s=16 lost_disk=0 failures=2 fakes=357 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=D_floor_txg s=16 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=D_floor_txg s=16 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=D_floor_txg s=16 lost_disk=1 failures=2 fakes=48 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_floor_per_disk s=16 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_floor_per_disk s=16 lost_disk=0 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_floor_per_disk s=16 lost_disk=0 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_floor_per_disk s=16 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_floor_per_disk s=16 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_floor_per_disk s=16 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_count_activation s=16 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_count_activation s=16 lost_disk=0 failures=1 fakes=11 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_count_activation s=16 lost_disk=0 failures=2 fakes=142 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_count_activation s=16 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_count_activation s=16 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_count_activation s=16 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_txg_cap s=16 lost_disk=0 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_txg_cap s=16 lost_disk=0 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_txg_cap s=16 lost_disk=0 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=activation arm=G_txg_cap s=16 lost_disk=1 failures=0 fakes=0 unrecoverable=0 retention_violations=0 checks=288
E7RESULT name=activation arm=G_txg_cap s=16 lost_disk=1 failures=1 fakes=0 unrecoverable=0 retention_violations=0 checks=1440
E7RESULT name=activation arm=G_txg_cap s=16 lost_disk=1 failures=2 fakes=0 unrecoverable=0 retention_violations=0 checks=2880
E7RESULT name=near_full arm=A_ring_persisted s=1 empty_cost=1 reserve=12 residue=6 hidden_blocks=18 hidden_bytes=294912 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=3 bound=3 admissions_under_pressure=9648 forced_per_window_x100=219 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=162
E7RESULT name=near_full arm=C_k_runtime s=1 empty_cost=1 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=72 false_enospc_guaranteed=72 true_enospc=0 write_after_delete_failed=48 max_publications=1 bound=1 admissions_under_pressure=3264 forced_per_window_x100=24 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=299
E7RESULT name=near_full arm=D_floor_txg s=1 empty_cost=1 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=5 bound=6 admissions_under_pressure=9672 forced_per_window_x100=367 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=111
E7RESULT name=near_full arm=G_floor_per_disk s=1 empty_cost=1 reserve=16 residue=10 hidden_blocks=26 hidden_bytes=425984 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9648 forced_per_window_x100=220 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=161
E7RESULT name=near_full arm=G_count_activation s=1 empty_cost=1 reserve=16 residue=10 hidden_blocks=26 hidden_bytes=425984 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9648 forced_per_window_x100=220 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=161
E7RESULT name=near_full arm=G_txg_cap s=1 empty_cost=1 reserve=16 residue=10 hidden_blocks=26 hidden_bytes=425984 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9648 forced_per_window_x100=220 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=161
E7RESULT name=near_full arm=A_ring_persisted s=1 empty_cost=5 reserve=20 residue=10 hidden_blocks=30 hidden_bytes=491520 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=3 bound=3 admissions_under_pressure=9624 forced_per_window_x100=220 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=162
E7RESULT name=near_full arm=C_k_runtime s=1 empty_cost=5 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=72 false_enospc_guaranteed=72 true_enospc=0 write_after_delete_failed=48 max_publications=1 bound=1 admissions_under_pressure=3264 forced_per_window_x100=24 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=299
E7RESULT name=near_full arm=D_floor_txg s=1 empty_cost=5 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=24 false_enospc_guaranteed=24 true_enospc=0 write_after_delete_failed=0 max_publications=5 bound=6 admissions_under_pressure=9624 forced_per_window_x100=366 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=111
E7RESULT name=near_full arm=G_floor_per_disk s=1 empty_cost=5 reserve=40 residue=30 hidden_blocks=70 hidden_bytes=1146880 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9624 forced_per_window_x100=221 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=161
E7RESULT name=near_full arm=G_count_activation s=1 empty_cost=5 reserve=40 residue=30 hidden_blocks=70 hidden_bytes=1146880 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9624 forced_per_window_x100=221 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=161
E7RESULT name=near_full arm=G_txg_cap s=1 empty_cost=5 reserve=40 residue=30 hidden_blocks=70 hidden_bytes=1146880 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9624 forced_per_window_x100=221 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=161
E7RESULT name=near_full arm=A_ring_persisted s=4 empty_cost=1 reserve=21 residue=15 hidden_blocks=36 hidden_bytes=589824 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=12 bound=12 admissions_under_pressure=9768 forced_per_window_x100=886 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=12 avg_candidates_x100=1200 avg_nonempty_x100=211
E7RESULT name=near_full arm=C_k_runtime s=4 empty_cost=1 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=72 false_enospc_guaranteed=72 true_enospc=0 write_after_delete_failed=48 max_publications=1 bound=1 admissions_under_pressure=3264 forced_per_window_x100=24 stalls=0 halted_before_counting=0 fakes=130560 unrecoverable=0 retention_violations=0 min_candidates=12 avg_candidates_x100=1200 avg_nonempty_x100=1198
E7RESULT name=near_full arm=D_floor_txg s=4 empty_cost=1 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=24 false_enospc_guaranteed=24 true_enospc=0 write_after_delete_failed=0 max_publications=5 bound=6 admissions_under_pressure=144 forced_per_window_x100=19 stalls=24 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=4 avg_candidates_x100=1094 avg_nonempty_x100=1003
E7RESULT name=near_full arm=G_floor_per_disk s=4 empty_cost=1 reserve=16 residue=10 hidden_blocks=26 hidden_bytes=425984 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9744 forced_per_window_x100=479 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=5 avg_candidates_x100=845 avg_nonempty_x100=264
E7RESULT name=near_full arm=G_count_activation s=4 empty_cost=1 reserve=16 residue=10 hidden_blocks=26 hidden_bytes=425984 false_enospc_raw=216 false_enospc_guaranteed=192 true_enospc=24 write_after_delete_failed=192 max_publications=7 bound=7 admissions_under_pressure=3480 forced_per_window_x100=95 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=5 avg_candidates_x100=1010 avg_nonempty_x100=588
E7RESULT name=near_full arm=G_txg_cap s=4 empty_cost=1 reserve=16 residue=10 hidden_blocks=26 hidden_bytes=425984 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=7 bound=7 admissions_under_pressure=9744 forced_per_window_x100=479 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=5 avg_candidates_x100=845 avg_nonempty_x100=264
E7RESULT name=near_full arm=A_ring_persisted s=4 empty_cost=5 reserve=65 residue=55 hidden_blocks=120 hidden_bytes=1966080 false_enospc_raw=24 false_enospc_guaranteed=0 true_enospc=24 write_after_delete_failed=0 max_publications=12 bound=12 admissions_under_pressure=9624 forced_per_window_x100=899 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=12 avg_candidates_x100=1200 avg_nonempty_x100=210
E7RESULT name=near_full arm=C_k_runtime s=4 empty_cost=5 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=72 false_enospc_guaranteed=72 true_enospc=0 write_after_delete_failed=48 max_publications=1 bound=1 admissions_under_pressure=3264 forced_per_window_x100=24 stalls=0 halted_before_counting=0 fakes=130560 unrecoverable=0 retention_violations=0 min_candidates=12 avg_candidates_x100=1200 avg_nonempty_x100=1198
E7RESULT name=near_full arm=D_floor_txg s=4 empty_cost=5 reserve=13 residue=0 hidden_blocks=13 hidden_bytes=212992 false_enospc_raw=0 false_enospc_guaranteed=0 true_enospc=0 write_after_delete_failed=0 max_publications=5 bound=6 admissions_under_pressure=48 forced_per_window_x100=5 stalls=24 halted_before_counting=24 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=4 avg_candidates_x100=1166 avg_nonempty_x100=1142
E7RESULT name=near_full arm=G_floor_per_disk s=4 empty_cost=5 reserve=40 residue=30 hidden_blocks=70 hidden_bytes=1146880 false_enospc_raw=48 false_enospc_guaranteed=0 true_enospc=48 write_after_delete_failed=24 max_publications=7 bound=7 admissions_under_pressure=9696 forced_per_window_x100=484 stalls=0 halted_before_counting=0 fakes=0 unrecoverable=0 retention_violations=0 min_candidates=5 avg_candidates_x100=842 avg_nonempty_x100=261
